,Title,Author,Published date,Format,Sale Price,Old Price,Category
267,J.D. Robb CD Collection 1,Susan Ericksen,29 Jan 2011,CD-Audio,40.54,40.54,Audio-Books
268,World Without End,Ken Follett,18 Oct 2007,CD-Audio,18.85,24.5,Audio-Books
269,Into the Water,Paula Hawkins,08 May 2017,CD-Audio,20.73,20.73,Audio-Books
270,Where the Crawdads Sing,Delia Owens,30 Apr 2019,CD-Audio,22.48,25.5,Audio-Books
271,Born a Crime,Trevor Noah,09 Dec 2016,CD-Audio,15.24,17.5,Audio-Books
272,Becoming,Michelle Obama,14 Nov 2018,CD-Audio,47.58,47.58,Audio-Books
273,The Lady in the Van,Alan Bennett,24 Nov 2015,CD-Audio,15.99,15.99,Audio-Books
274,David Attenborough Life On Air: Memoirs Of A Broadcaster,David Attenborough,30 Nov 2010,CD-Audio,46.66,46.66,Audio-Books
275,Born to Run,Bruce Springsteen,06 Dec 2016,CD-Audio,35.82,55.5,Audio-Books
276,My Family and Other Animals,Gerald Durrell,26 Aug 2010,CD-Audio,24.32,25.5,Audio-Books
277,Proof of Heaven,Eben Alexander,23 Oct 2012,CD-Audio,28.19,32.0,Audio-Books
278,Always Look on the Bright Side of Life,Eric Idle,02 Oct 2018,CD-Audio,20.66,24.0,Audio-Books
279,I Can't Make This Up,Kevin Hart,06 Jun 2017,CD-Audio,18.79,24.0,Audio-Books
280,The Pigeon Tunnel,John Le Carré,12 Sep 2016,CD-Audio,22.35,22.5,Audio-Books
281,The Happiest Refugee,Anh Do,28 Jun 2017,CD-Audio,39.97,39.97,Audio-Books
282,The Year of Living Danishly,Lucy Price-Lewis,22 Mar 2016,CD-Audio,13.24,18.0,Audio-Books
283,Autobiography of a Yogi,Paramahansa Yogananda,15 Oct 2004,CD-Audio,54.54,54.54,Audio-Books
284,Alan Turing,Gordon Griffin,10 Feb 2015,CD-Audio,15.1,19.5,Audio-Books
285,Not Dead Yet: The Autobiography,Phil Collins,14 Dec 2016,CD-Audio,22.55,22.55,Audio-Books
286,A Promised Land,Barack Obama,27 Nov 2020,CD-Audio,45.59,47.5,Audio-Books
287,Reckoning,Magda Szubanski,01 Oct 2015,CD-Audio,47.03,47.03,Audio-Books
288,Scrappy Little Nobody,Anna Kendrick,15 Nov 2016,CD-Audio,30.02,30.02,Audio-Books
289,Total Recall AUDIO,Schwarzenegger,01 Oct 2012,CD-Audio,28.51,34.5,Audio-Books
290,Barbarian Days,William Finnegan,13 Oct 2015,CD-Audio,19.05,24.5,Audio-Books
291,The Jane Austen Collection,Jane Austen,06 Aug 2009,CD-Audio,35.51,35.51,Audio-Books
292,Fifty Shades of Grey,E L James,26 Jul 2012,CD-Audio,23.53,23.53,Audio-Books
293,Frederica,Clifford Norgate,18 Nov 2014,CD-Audio,12.74,17.5,Audio-Books
294,The Crown of Gilded Bones,Jennifer L Armentrout,20 Apr 2021,CD-Audio,26.62,32.5,Audio-Books
295,Regency Buck,June Barrie,17 Mar 2015,CD-Audio,13.54,18.0,Audio-Books
296,The Toll-Gate,Daniel Hill,14 Oct 2014,CD-Audio,15.06,18.0,Audio-Books
297,Nora Roberts in the Garden CD Collection,Susie Breck,29 May 2012,CD-Audio,19.23,22.5,Audio-Books
298,The Bride,Rosalyn Landor,28 Nov 2010,CD-Audio,10.49,12.0,Audio-Books
299,The Other Boleyn Girl,Philippa Gregory,18 Aug 2009,CD-Audio,16.23,17.5,Audio-Books
300,Jane Eyre,Susan Ericksen,19 May 2015,CD-Audio,11.5,12.0,Audio-Books
301,Finding Perfect,Colleen Hoover,07 Sep 2021,CD-Audio,20.58,23.33,Audio-Books
302,Crazy for You,Sandra Burr,30 Oct 2009,CD-Audio,10.49,12.0,Audio-Books
303,Reminders of Him,Colleen Hoover,18 Jan 2022,CD-Audio,13.54,17.5,Audio-Books
304,Craving,Sebastian York,07 Jun 2016,CD-Audio,16.3,18.0,Audio-Books
305,The Target,Dick Hill,25 Jan 2011,CD-Audio,10.49,12.0,Audio-Books
306,Honeymoon in Paris,Jojo Moyes,01 Jan 2013,CD-Audio,15.23,15.23,Audio-Books
307,Casanova,Giacomo Casanova,16 Feb 2006,CD-Audio,25.84,25.84,Audio-Books
308,Meditations for Breaking the Habit of Being Yourself,Joe Dispenza,08 Sep 2015,CD-Audio,21.07,21.5,Audio-Books
309,The Secret,Rhonda Byrne,24 Sep 2020,CD-Audio,18.85,31.0,Audio-Books
310,Guided Mindfulness Meditation,Jon Kabat-Zinn,31 Oct 2005,CD-Audio,28.29,34.5,Audio-Books
311,"The Boy, The Mole, The Fox and The Horse",Charlie Mackesy,24 Dec 2020,CD-Audio,12.25,12.25,Audio-Books
312,You Are the Placebo Meditation 1 -- Revised Edition,Dr Joe Dispenza,09 Feb 2016,CD-Audio,10.95,11.5,Audio-Books
313,Practicing the Power of Now,Eckhart Tolle,28 Apr 2003,CD-Audio,24.01,25.0,Audio-Books
314,Regression To Times and Places,Dr Brian L. Weiss,01 May 2008,CD-Audio,16.81,18.0,Audio-Books
315,The Power of Now: Unabridged,Eckhart Tolle,04 Mar 2002,CD-Audio,38.32,38.32,Audio-Books
316,A New Earth,Eckhart Tolle,01 Feb 2008,CD-Audio,28.91,32.0,Audio-Books
317,The Twelve Chakras,Diana Cooper,01 Oct 2010,CD-Audio,11.92,11.92,Audio-Books
318,The Codes of Power Meditation,Diana Cooper,01 Sep 2010,CD-Audio,16.5,18.0,Audio-Books
319,Buddha's Brain,Alan Bomar Jones,15 Apr 2014,CD-Audio,10.9,11.5,Audio-Books
320,Don't Bite the Hook,Pema Chodron,26 Jul 2007,CD-Audio,28.15,28.15,Audio-Books
321,The Teachings Of Abraham,Esther Hicks,24 Apr 2008,CD-Audio,56.03,56.03,Audio-Books
322,How to Meditate with Pema Chodron,Pema Chodron,01 Jan 2008,CD-Audio,28.5,34.0,Audio-Books
323,"Many Lives, Many Masters",M D Brian L Weiss,01 Nov 2004,CD-Audio,20.49,23.0,Audio-Books
324,The Seven Spiritual Laws of Success,Deepak Chopra,25 Oct 2002,CD-Audio,20.5,20.5,Audio-Books
325,Atomic Habits,James Clear,10 Sep 2019,CD-Audio,16.35,16.35,Audio-Books
326,Think and Grow Rich,Joe Slattery,06 Apr 2011,CD-Audio,10.06,11.0,Audio-Books
327,The 7 Habits of Highly Effective People CD,Covey,01 Jan 2000,CD-Audio,15.92,16.5,Audio-Books
328,The Intelligent Investor,Benjamin Graham,05 Jun 2008,CD-Audio,18.58,18.58,Audio-Books
329,The E-Myth Revisited,Michael E. Gerber,07 Sep 2006,CD-Audio,33.46,42.5,Audio-Books
330,Strengthsfinder 2.0,David De Vries,23 Aug 2016,CD-Audio,24.0,29.0,Audio-Books
331,Playing to Win,L. J. Ganser,02 Sep 2014,CD-Audio,14.4,17.5,Audio-Books
332,The 8th Habit,Stephen R. Covey,01 Apr 2012,CD-Audio,10.31,10.5,Audio-Books
333,How to Win Friends and Influence People in the Digital Age,Dale Carnegie & Associates,13 Oct 2011,CD-Audio,27.74,34.5,Audio-Books
334,Rich Dad's Guide to Investing,Tim Wheeler,15 Apr 2014,CD-Audio,10.48,11.5,Audio-Books
335,The Barefoot Investor: 2018/2019 Edition,Scott Pape,28 Oct 2018,CD-Audio,33.52,33.52,Audio-Books
336,Getting Things Done,David Allen,01 Jan 2002,CD-Audio,28.0,30.5,Audio-Books
337,Business Secrets from the Bible,Stephen Bowlby,26 Apr 2015,CD-Audio,13.67,17.5,Audio-Books
338,The Simple Path to Wealth,Jl Collins,27 Feb 2018,CD-Audio,16.65,22.5,Audio-Books
339,Principles,Ray Dalio,19 Sep 2017,CD-Audio,37.86,48.0,Audio-Books
340,The Speed of Trust,Stephen M. R. Covey,01 Apr 2012,CD-Audio,10.86,12.0,Audio-Books
341,Unshakeable,Tony Robbins,28 Feb 2017,CD-Audio,28.46,32.5,Audio-Books
342,The Barefoot Investor for Families,Scott Pape,28 Nov 2018,CD-Audio,33.52,33.52,Audio-Books
343,Capital in the Twenty-First Century,L. J. Ganser,17 Feb 2015,CD-Audio,22.5,22.5,Audio-Books
344,The Advantage,Patrick M. Lencioni,01 Apr 2014,CD-Audio,17.0,18.0,Audio-Books
345,Raving Fans,Kenneth Blanchard,13 Jan 2004,CD-Audio,16.45,18.0,Audio-Books
346,The Happiness Advantage,Shawn Achor,30 Dec 2010,CD-Audio,32.4,32.67,Audio-Books
347,The Paradox of Choice,Ken Kliban,22 Apr 2014,CD-Audio,11.99,11.99,Audio-Books
348,Mythos,Stephen Fry,02 Nov 2017,CD-Audio,26.59,26.59,Audio-Books
349,A History of the World in 100 Objects,Neil MacGregor,07 Sep 2012,CD-Audio,76.37,76.37,Audio-Books
350,A Short History of Nearly Everything,Bill Bryson,28 Oct 2003,CD-Audio,22.66,22.66,Audio-Books
351,Genghis Khan and the Making of the Modern World,Jonathan Davis,06 May 2014,CD-Audio,10.5,12.0,Audio-Books
352,Winston Churchill's Greatest Speeches,Winston Churchill,04 Apr 2005,CD-Audio,16.0,16.0,Audio-Books
353,Saga Land,Richard Fidler,23 Oct 2017,CD-Audio,37.83,37.83,Audio-Books
354,"Guns, Germs, and Steel",Jared Diamond,07 Jun 2011,CD-Audio,27.75,30.5,Audio-Books
355,1177 B.C.,Andy Caploe,18 Nov 2014,CD-Audio,17.0,17.0,Audio-Books
356,Sapiens,Yuval Noah Harari,05 Jul 2018,CD-Audio,26.6,26.6,Audio-Books
357,The Battle of Midway,James Lurie,23 Jun 2015,CD-Audio,13.97,18.0,Audio-Books
358,Erebus: The Story of a Ship,Michael Palin,20 Sep 2018,CD-Audio,21.63,21.63,Audio-Books
359,What Happened,Hillary Rodham Clinton,12 Sep 2017,CD-Audio,33.95,47.5,Audio-Books
360,Political Order and Political Decay,Jonathan Davis,11 Nov 2014,CD-Audio,13.96,17.0,Audio-Books
361,Profit Over People,Brian Jones,05 Jan 2016,CD-Audio,16.5,17.5,Audio-Books
362,Homo Deus,Yuval Noah Harari,10 Sep 2019,CD-Audio,22.72,22.72,Audio-Books
363,The Life and Times of the Thunderbolt Kid,Bill Bryson,28 Mar 2017,CD-Audio,21.5,21.5,Audio-Books
364,Samuel Pepys - After the Fire,Samuel Pepys,28 Feb 2017,CD-Audio,16.56,19.0,Audio-Books
365,The Big Short,Michael Lewis,17 Nov 2015,CD-Audio,21.5,24.5,Audio-Books
366,The Biology of Belief,Bruce H. Lipton,01 Nov 2006,CD-Audio,26.95,28.5,Audio-Books
367,The Selfish Gene,Lalla Ward,15 Apr 2014,CD-Audio,10.85,11.5,Audio-Books
368,How the Mind Works,Mel Foster,22 Apr 2014,CD-Audio,11.0,12.0,Audio-Books
369,The Hobbit,J.R.R. Tolkien,17 Jan 2013,CD-Audio,23.73,23.73,Audio-Books
370,Harry Potter The Complete Audio Collection,J. K. Rowling,15 Sep 2016,CD-Audio,417.43,431.5,Audio-Books
371,Neverwhere,Dirk Maggs,15 Feb 2017,CD-Audio,21.58,21.58,Audio-Books
372,The Chronicles of Narnia,C. S. Lewis,02 Sep 2011,CD-Audio,65.24,73.5,Audio-Books
373,The Lord Of The Rings: The Trilogy,J.R.R. Tolkien,07 Oct 2002,CD-Audio,79.65,88.5,Audio-Books
374,The Silmarillion Gift Set,J. R. R. Tolkien,20 Aug 2001,CD-Audio,33.3,33.5,Audio-Books
375,World War Z,Max Brooks,16 Oct 2007,CD-Audio,17.19,18.0,Audio-Books
376,The Sandman: ACT II,Neil Gaiman,22 Sep 2021,CD-Audio,23.37,35.0,Audio-Books
377,A Kingdom of Flesh and Fire,Jennifer L Armentrout,01 Dec 2020,CD-Audio,32.99,32.99,Audio-Books
378,Terry Pratchett: The BBC Radio Drama Collection,Sir Terry Pratchett,30 Apr 2019,CD-Audio,47.32,85.0,Audio-Books
379,Doctor Who - The Sixth Doctor Adventures: Volume One - Water Worlds,Jacqueline Raynor,30 Jun 2022,CD-Audio,28.12,28.16,Audio-Books
380,Snow Crash,Jonathan Davis,15 Apr 2014,CD-Audio,11.0,11.5,Audio-Books
381,In the Tall Grass,Stephen King,09 Oct 2012,CD-Audio,17.28,17.5,Audio-Books
382,The Hitchhiker's Guide to the Galaxy,Douglas Adams,14 Jan 2014,CD-Audio,16.4,17.0,Audio-Books
383,Stardust,Neil Gaiman,25 Jul 2017,CD-Audio,15.32,25.0,Audio-Books
384,The Testaments,Margaret Atwood,23 Sep 2019,CD-Audio,21.68,21.68,Audio-Books
385,O QUE SOBRA,Principe Harry,10 Jan 2023,Paperback,38.13,38.13,Biography
386,Reserve,Prince Harry,13 Jan 2023,Hardback,26.53,26.53,Biography
387,Spare,Prince Harry the Duke of Sussex,10 Jan 2023,Hardback,25.49,35.5,Biography
388,Spare: En la sombra,"Prince Harry, The Duke of Sussex",10 Jan 2023,Paperback,23.99,25.5,Biography
389,Le suppléant,Prince Harry,10 Jan 2023,Paperback,34.37,39.5,Biography
390,Spare,Prince Harry,23 Feb 2023,CD-Audio,25.5,25.5,Biography
391,En la sombra,Principe Harry,10 Jan 2023,Paperback,37.43,37.43,Biography
392,Spare,Prince Harry,10 Jan 2023,CD-Audio,50.0,50.0,Biography
393,Spare,Prince Harry,10 Jan 2023,Paperback,36.45,47.0,Biography
394,Spare,Prince Harry,10 Jan 2023,Hardback,27.04,35.5,Biography
395,Den andre,Prins Harry,10 Jan 2023,Hardback,37.99,37.99,Biography
396,Spare,Prince Harry the Duke of Sussex,10 Jan 2023,Hardback,25.49,35.5,Biography
397,"Love, Pamela",Pamela Anderson,31 Jan 2023,Hardback,18.99,24.5,Biography
398,Finding Hildasay,Christian Lewis,02 Feb 2023,Hardback,20.48,21.0,Biography
399,Getting Better,Michael Rosen,02 Feb 2023,Hardback,20.65,21.0,Biography
400,Still Pictures,Janet Malcolm,02 Feb 2023,Hardback,19.04,21.0,Biography
401,The Tastemaker,Tony King,02 Feb 2023,Hardback,20.13,25.0,Biography
402,Toy Fights,Don Paterson,19 Jan 2023,Hardback,19.95,21.0,Biography
403,Never Give an Inch,Mike Pompeo,02 Feb 2023,Hardback,28.99,31.0,Biography
404,Freezing Order,Bill Browder,02 Feb 2023,Paperback,15.95,15.95,Biography
405,Brazen,Julia Haart,19 Jan 2023,Paperback,9.45,11.5,Biography
406,Mission. Impossible?,Reginald Hall,10 Jan 2023,Paperback,31.94,60.0,Biography
407,A Woman in Defence,Karina Molloy,26 Jan 2023,Paperback,17.88,18.5,Biography
408,"Good Morning, Monster",Catherine Gildiner,17 Jan 2023,Paperback,20.32,20.5,Biography
409,The Diaries of Franz Kafka,Franz Kafka,10 Jan 2023,Hardback,33.52,45.5,Biography
410,The Hong Kong Diaries,Chris Patten,10 Jan 2023,Hardback,29.08,36.5,Biography
411,Twelve Moons,Caro Giles,19 Jan 2023,Hardback,17.25,18.5,Biography
412,Max Hoffman,Myles Kornblatt,01 Feb 2023,Hardback,35.19,37.0,Biography
413,In Ordinary Time,Carmel Mc Mahon,02 Feb 2023,Hardback,19.04,21.0,Biography
414,We Still Wrote Letters Then,Diana Miserez,28 Jan 2023,Hardback,18.28,18.5,Biography
415,One Hundred Saturdays,Michael Frank,01 Feb 2023,Hardback,21.57,23.5,Biography
416,Letter To My Younger Self,Jane Graham,01 Feb 2023,Paperback,9.93,12.5,Biography
417,I'm Black So You Don't Have to Be,Colin Grant,26 Jan 2023,Hardback,22.86,23.5,Biography
418,All My Wild Mothers,Victoria Bennett,02 Feb 2023,Hardback,20.02,21.0,Biography
419,Invisible Child,Andrea Elliott,12 Jan 2023,Paperback,12.71,14.5,Biography
420,Why Beethoven,Norman Lebrecht,02 Feb 2023,Hardback,22.76,24.5,Biography
421,The Hard Road Out,Jihyun Park,31 Jan 2023,Hardback,20.52,29.5,Biography
422,The Grazing Revolution,Allan Savory,01 Feb 2023,Paperback,15.54,18.1,Biography
423,Taking Sides,Sherine Tadros,31 Jan 2023,Paperback,36.22,36.22,Biography
424,Still Pictures,Janet Malcolm,17 Jan 2023,Paperback,37.5,37.5,Biography
425,T H White,Sylvia Townsend Warner,18 Jan 2023,Paperback,18.07,18.07,Biography
426,The Riddle of Dmitri,Sergei O. Prokofieff,31 Jan 2023,Paperback,28.58,28.58,Biography
427,Dear Mr Andrews,Lotte Latham,18 Jan 2023,Paperback,14.93,15.0,Biography
428,The Musings of a Retired Policeman,Alan Hale,02 Feb 2023,Paperback,25.89,44.8,Biography
429,"I Let Him Go: The heartbreaking book from the mother of James Bulger- updated for the 30th anniversary, in memory of James",Denise Fergus,19 Jan 2023,Paperback,11.24,11.5,Biography
430,Me vs Brain,Hayley Morris,16 Feb 2023,Hardback,23.0,23.0,Biography
431,Spare,Prince Harry the Duke of Sussex,10 Jan 2023,Hardback,25.49,35.5,Biography
432,The Letters I Will Never Send,Isabella Dorta,16 Mar 2023,Paperback,18.5,18.5,Biography
433,I Don't Need Therapy,Toni Lodge,28 Feb 2023,Paperback,21.33,21.33,Biography
434,Everything I Know About Love,Dolly Alderton,07 Feb 2019,Paperback,12.16,14.5,Biography
435,"Love, Pamela",Pamela Anderson,31 Jan 2023,Hardback,18.99,24.5,Biography
436,Conversations on Love,Natasha Lunn,03 Feb 2022,Paperback,12.1,14.5,Biography
437,Never Finished,David Goggins,06 Dec 2022,Paperback,27.05,29.7,Biography
438,Mortal Monarchs,Suzie Edge,29 Sep 2022,Hardback,20.66,21.0,Biography
439,I'm Glad My Mom Died,Jennette McCurdy,15 Sep 2022,Hardback,22.95,31.5,Biography
440,The Salt Path,Raynor Winn,31 Jan 2019,Paperback,11.9,14.5,Biography
441,The Bell Jar,Sylvia Plath,15 Aug 2011,Paperback,10.82,12.5,Biography
442,Educated,Tara Westover,27 Nov 2018,Paperback,12.19,13.5,Biography
443,Getting Better,Michael Rosen,02 Feb 2023,Hardback,20.65,21.0,Biography
444,"Different, Not Less",Chloe Hayden,04 Apr 2023,Paperback,16.28,18.5,Biography
445,Finding Hildasay,Christian Lewis,02 Feb 2023,Hardback,20.48,21.0,Biography
446,This Much is True,Miriam Margolyes,04 Apr 2023,Paperback,9.99,12.5,Biography
447,The Happiest Man on Earth,Eddie Jaku,20 Jan 2022,Paperback,12.01,13.5,Biography
448,Taste,Stanley Tucci,29 Sep 2022,Paperback,11.36,13.5,Biography
449,The Complete MAUS,Art Spiegelman,02 Oct 2003,Paperback,17.79,20.5,Biography
450,The Unabridged Journals of Sylvia Plath,Sylvia Plath,17 Oct 2000,Paperback,20.6,22.5,Biography
451,Letters from a Stoic,Seneca,23 Aug 2017,Paperback,11.24,12.5,Biography
452,On Writing,Stephen King,01 Sep 2020,Paperback,10.79,13.5,Biography
453,Bad Bridget,Elaine Farrell,09 May 2023,Paperback,17.98,28.5,Biography
454,Empire of Pain,Patrick Radden Keefe,03 Mar 2022,Paperback,12.67,14.5,Biography
455,This is Going to Hurt,Adam Kay,19 Apr 2018,Paperback,11.28,12.5,Biography
456,Born A Crime,Trevor Noah,21 Sep 2017,Paperback,10.1,13.5,Biography
457,Shoe Dog,Phil Knight,03 May 2018,Paperback,11.39,13.5,Biography
458,Notes on an Execution,Danya Kukafka,05 Jan 2023,Paperback,9.97,12.5,Biography
459,People vs. Donald Trump,Mark Pomerantz,07 Feb 2023,Paperback,18.18,18.5,Biography
460,Make Your Bed,Admiral William H. McRaven,12 Jul 2017,Hardback,12.19,13.5,Biography
461,Still Pictures,Janet Malcolm,02 Feb 2023,Hardback,19.04,21.0,Biography
462,The Wellbeing Journal,MIND,01 May 2018,Paperback,9.95,13.5,Biography
463,Just Kids,Patti Smith,04 Jan 2011,Paperback,13.89,16.5,Biography
464,Maybe You Should Talk to Someone,Lori Gottlieb,01 Dec 2022,Paperback,11.84,13.5,Biography
465,This is Going to Hurt,Adam Kay,19 Apr 2018,Paperback,11.28,12.5,Biography
466,Critical,Dr Matt Morgan,30 May 2019,Hardback,20.6,21.0,Biography
467,999 - My Life on the Frontline of the Ambulance Service,Dan Farnworth,23 Jan 2020,Hardback,18.15,18.5,Biography
468,Twas The Nightshift Before Christmas,Adam Kay,17 Oct 2019,Hardback,11.81,12.5,Biography
469,The Knife's Edge,Stephen Westaby,06 Feb 2020,Paperback,11.95,12.5,Biography
470,Just One More Question,Niall Tubridy,01 Sep 2020,Paperback,20.25,20.25,Biography
471,The Prison Doctor,Dr Amanda Brown,15 Jun 2019,Paperback,10.62,11.5,Biography
472,Unnatural Causes,Dr Richard Shepherd,24 Sep 2019,Paperback,12.27,14.0,Biography
473,War Doctor,David Nott,09 Jan 2020,Paperback,11.39,12.5,Biography
474,"Trust Me, I'm a (Junior) Doctor",Max Pemberton,07 Aug 2008,Paperback,12.0,12.4,Biography
475,The Language of Kindness,Christie Watson,03 Jan 2019,Paperback,10.98,11.5,Biography
476,When Breath Becomes Air,Paul Kalanithi,05 Jan 2017,Paperback,11.21,13.5,Biography
477,Admissions,Henry Marsh,17 May 2018,Paperback,9.29,11.5,Biography
478,Fragile Lives,Stephen Westaby,25 Jan 2018,Paperback,11.97,12.5,Biography
479,Do No Harm,Henry Marsh,11 Dec 2014,Paperback,9.97,12.5,Biography
480,Where Does it Hurt?,Max Pemberton,18 Feb 2010,Paperback,12.2,12.4,Biography
481,Being Mortal,Atul Gawande,02 Jul 2015,Paperback,10.65,11.5,Biography
482,In Stitches,Nick Edwards,01 Aug 2007,Paperback,10.59,11.5,Biography
483,Me vs Brain,Hayley Morris,16 Feb 2023,Hardback,23.0,23.0,Biography
484,"Love, Pamela",Pamela Anderson,31 Jan 2023,Hardback,18.99,24.5,Biography
485,I'm Glad My Mom Died,Jennette McCurdy,15 Sep 2022,Hardback,22.95,31.5,Biography
486,"Different, Not Less",Chloe Hayden,04 Apr 2023,Paperback,16.28,18.5,Biography
487,This Much is True,Miriam Margolyes,04 Apr 2023,Paperback,9.99,12.5,Biography
488,Born A Crime,Trevor Noah,21 Sep 2017,Paperback,10.1,13.5,Biography
489,Still Pictures,Janet Malcolm,02 Feb 2023,Hardback,19.04,21.0,Biography
490,Finding Me,Viola Davis,26 Apr 2022,Hardback,22.99,24.5,Biography
491,Crying in H Mart,Michelle Zauner,03 Mar 2022,Paperback,11.24,12.5,Biography
492,The Tastemaker,Tony King,02 Feb 2023,Hardback,20.13,25.0,Biography
493,Beyond the Wand,Tom Felton,13 Oct 2022,Hardback,19.82,24.5,Biography
494,Lady in Waiting,Anne Glenconner,01 Dec 2020,Paperback,10.14,13.5,Biography
495,Scar Tissue,Anthony Kiedis,19 Jan 2016,Paperback,11.99,13.5,Biography
496,Just Kids,Patti Smith,04 Jan 2011,Paperback,13.89,16.5,Biography
497,Enough,"Sir Stephen Hough, CBE",11 Apr 2023,Hardback,20.39,23.5,Biography
498,"Friends, Lovers and the Big Terrible Thing",Matthew Perry,01 Nov 2022,Hardback,19.99,30.5,Biography
499,Greenlights,Matthew McConaughey,01 Dec 2020,Paperback,13.24,19.5,Biography
500,"Acid For The Children - The autobiography of Flea, the Red Hot Chili Peppers legend",Flea,15 Oct 2020,Paperback,10.9,14.5,Biography
501,TommyInnit Says...The Quote Book,Tom Simons,13 Oct 2022,Hardback,13.03,18.5,Biography
502,"Madly, Deeply",Alan Rickman,04 Oct 2022,Hardback,22.35,29.5,Biography
503,Everything I Know About Love,Dolly Alderton,07 Feb 2019,Paperback,12.16,14.5,Biography
504,Letters from a Stoic,Seneca,23 Aug 2017,Paperback,11.24,12.5,Biography
505,Q&A a Day,Potter Gift,26 Feb 2015,Hardback,14.95,21.5,Biography
506,Moonology (TM) Diary 2023,Yasmin Boland,30 Aug 2022,Paperback,12.95,17.0,Biography
507,The Wellbeing Journal,MIND,01 May 2018,Paperback,9.95,13.5,Biography
508,The Greatest Self-Help Book (is the one written by you),Vex King,08 Dec 2022,Hardback,17.58,20.5,Biography
